VesselInci,MonitorEve,MonitorE_2,EventLocat,QuadName,Latitude_d,Longitude_d,Latitude_1,Long_1,VesselType,VesselTy_1,Short_titl,CategoryNa,incident_c,Species_Na,Species_co,Notes
5210,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5210,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5210,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,non-compliant approach - head on,Approach,04.1,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,speed > 7knts w/in 400m (coming on scene),Speed,02.1,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5211,7/1/2012,11:30,Edward's Pt.,181,48 29.715,123 08.559,48.49525,-123.14265,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5204,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5204,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,200y/183m- fishing,Within 200m/yds,06.4,killer whale - southern resident,SR- oror (SR),
5205,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5205,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,200y/183m- fishing,Within 200m/yds,06.4,killer whale - southern resident,SR- oror (SR),
5206,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5207,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5207,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5207,7/1/2012,11:00,Lime Kiln .5mi NW,181,48 31.046,123 09.816,48.51743333,-123.1636,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5214,7/1/2012,13:00,Andrews bay .5mi W,176,48 32.827,123 10.718,48.54711666,-123.1786333,private sail,PS,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5214,7/1/2012,13:00,Andrews bay .5mi W,176,48 32.827,123 10.718,48.54711666,-123.1786333,private sail,PS,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5219,7/1/2012,14:00,"Kellett Bluff .5mi., S",176,48 31.961,123 12.020,48.53268334,-123.2003333,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5219,7/1/2012,14:00,"Kellett Bluff .5mi., S",176,48 31.961,123 12.020,48.53268334,-123.2003333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5215,7/1/2012,13:30,Kellett Bluff .25 mi S,176,48 34.940,123 12.098,48.58233331,-123.2016333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5216,7/1/2012,13:30,Kellett Bluff .25 mi S,176,48 34.940,123 12.098,48.58233331,-123.2016333,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5216,7/1/2012,13:30,Kellett Bluff .25 mi S,176,48 34.940,123 12.098,48.58233331,-123.2016333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5220,7/1/2012,13:30,Kellett Bluff .25 mi S,176,48 34.940,123 12.098,48.58233331,-123.2016333,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5220,7/1/2012,13:30,Kellett Bluff .25 mi S,176,48 34.940,123 12.098,48.58233331,-123.2016333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5090,7/3/2012,12:30,San Juan County Park SW 2mi.,176,48 34.099,123 10.547,48.56831665,-123.1757833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5091,7/3/2012,13:30,"Battleship Isl., .5 mi W",169,48 37.627,123 11.697,48.62711665,-123.19495,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5091,7/3/2012,13:30,"Battleship Isl., .5 mi W",169,48 37.627,123 11.697,48.62711665,-123.19495,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5092,7/3/2012,13:30,"Battleship Isl., .5 mi W",169,48 37.627,123 11.697,48.62711665,-123.19495,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5092,7/3/2012,13:30,"Battleship Isl., .5 mi W",169,48 37.627,123 11.697,48.62711665,-123.19495,ecotour CDN,EC,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5093,7/3/2012,14:00,"Tip Top Hill, Stuart S .5mi",169,48 39.074,123 12.659,48.65123336,-123.2109833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5093,7/3/2012,14:00,"Tip Top Hill, Stuart S .5mi",169,48 39.074,123 12.659,48.65123336,-123.2109833,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5094,7/3/2012,14:00,"Tip Top Hill, Stuart S .5mi",169,48 39.074,123 12.659,48.65123336,-123.2109833,marine monitoring,MM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5095,7/4/2012,11:00,"Eagle Pt., .5 mi S",184,48 27.276,123 02.514,48.45459998,-123.0419,private motor,PM,vessel within 100m - fishing,Within 100 m/yds,05.4,killer whale - southern resident,SR- oror (SR),
5096,7/4/2012,11:00,"Eagle Pt., .5 mi S",184,48 27.276,123 02.514,48.45459998,-123.0419,private motor,PM,vessel within 100m - fishing,Within 100 m/yds,05.4,killer whale - southern resident,SR- oror (SR),
5097,7/4/2012,11:00,"Eagle Pt., .5 mi S",184,48 27.276,123 02.514,48.45459998,-123.0419,marine monitoring,MM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5097,7/4/2012,11:00,"Eagle Pt., .5 mi S",184,48 27.276,123 02.514,48.45459998,-123.0419,marine monitoring,MM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5110,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5110,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
5110,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5110,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5111,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5111,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5112,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5112,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5113,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5114,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5114,7/4/2012,13:30,"Eagle Pt., 1 mi SE",185,48 25.869,123 02.537,48.43114999,-123.0422833,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5098,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5098,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5099,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
5099,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
5100,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5100,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5101,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5101,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5101,7/4/2012,11:30,"Eagle Pt., 1 mi W",,48 27.252,123 03.875,48.45420001,-123.0645833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5108,7/4/2012,13:00,"False Bay, 1 mi S",185,48 27.193,123 04.605,48.45321668,-123.07675,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
5108,7/4/2012,13:00,"False Bay, 1 mi S",185,48 27.193,123 04.605,48.45321668,-123.07675,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
5109,7/4/2012,13:00,"False Bay, 1 mi S",185,48 27.193,123 04.605,48.45321668,-123.07675,ecotour US,EU,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5109,7/4/2012,13:00,"False Bay, 1 mi S",185,48 27.193,123 04.605,48.45321668,-123.07675,ecotour US,EU,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5109,7/4/2012,13:00,"False Bay, 1 mi S",185,48 27.193,123 04.605,48.45321668,-123.07675,ecotour US,EU,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5102,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private sail,PS,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5103,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,ecotour US,EU,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5104,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5104,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5105,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
5105,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,non-compliant approach from behind,Approach,04.2,killer whale - southern resident,SR- oror (SR),
5105,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5106,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5106,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5107,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
5107,7/4/2012,12:30, Pile Pt. SE 1.5mi.,185,48 27.896,123 05.030,48.46493333,-123.0838333,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
5115,7/4/2012,14:30,"Hannah Hts., 1 mi S",184,48 29.286,123 07.292,48.48809999,-123.1215333,private sail,PS,200y/183m- stopped,Within 200m/yds,06.1,humpback whale,meno,
5115,7/4/2012,14:30,"Hannah Hts., 1 mi S",184,48 29.286,123 07.292,48.48809999,-123.1215333,private sail,PS,vessel within 100m - stopped,Within 100 m/yds,05.1,humpback whale,meno,
5116,7/4/2012,14:30,"Hannah Hts., 1 mi S",184,48 29.286,123 07.292,48.48809999,-123.1215333,private motor,PM,area restriction- Slow Zone,Area Restriction,40.7,killer whale - southern resident,SR- oror (SR),
5116,7/4/2012,14:30,"Hannah Hts., 1 mi S",184,48 29.286,123 07.292,48.48809999,-123.1215333,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
5116,7/4/2012,14:30,"Hannah Hts., 1 mi S",184,48 29.286,123 07.292,48.48809999,-123.1215333,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
5116,7/4/2012,14:30,"Hannah Hts., 1 mi S",184,48 29.286,123 07.292,48.48809999,-123.1215333,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
5117,7/4/2012,15:00,"Edwards Pt., 1 mi W",181,48 29.753,123 08.521,48.49588334,-123.1420167,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5118,7/4/2012,15:00,"Edwards Pt., 1 mi W",181,48 29.753,123 08.521,48.49588334,-123.1420167,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,,,
5119,7/4/2012,15:30,"Lime Kiln, .5 mi W",181,48 31.208,123 10.039,48.52013334,-123.1673167,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5120,7/4/2012,15:30,"Lime Kiln, .5 mi W",181,48 31.208,123 10.039,48.52013334,-123.1673167,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,killer whale - southern resident,SR- oror (SR),
5137,7/5/2012,11:30,"Eagle Pt., 1 mi SE",185,48 27.515,123 01.980,48.45858332,-123.033,commercial aircraft service,CA,aircraft - low circling,Aircraft,50.2,killer whale - southern resident,SR- oror (SR),
5138,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5139,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5140,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5141,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,marine fishing (commercial),MF,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
5141,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,marine fishing (commercial),MF,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
5141,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,marine fishing (commercial),MF,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5142,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5142,7/5/2012,12:00,"Eagle Pt., .5 mi NW",185,48 27.417,123 02.989,48.45695,-123.0498167,private motor,PM,200y/183m- fishing,Within 200m/yds,06.4,killer whale - southern resident,SR- oror (SR),
5130,7/5/2012,11:00,"Eagle Pt., 1 mi W",185,48 22.334,123 03.638,48.37223333,-123.0606333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
5130,7/5/2012,11:00,"Eagle Pt., 1 mi W",185,48 22.334,123 03.638,48.37223333,-123.0606333,private motor,PM,Area restriction - SJIVNBZ (1/8mi),Area Restriction,40.6,killer whale - southern resident,SR- oror (SR),
5131,7/5/2012,11:00,"Eagle Pt., 1 mi W",185,48 22.334,123 03.638,48.37223333,-123.0606333,private kayak/paddle,PK,kayak- 200y/183m,Kayak Specific,60.6,killer whale - southern resident,SR- oror (SR),
5131,7/5/2012,11:00,"Eagle Pt., 1 mi W",185,48 22.334,123 03.638,48.37223333,-123.0606333,private kayak/paddle,PK,200y/183m- fishing,Within 200m/yds,06.4,killer whale - southern resident,SR- oror (SR),
5132,7/5/2012,11:00,"Eagle Pt., 1 mi W",185,48 22.334,123 03.638,48.37223333,-123.0606333,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
5132,7/5/2012,11:00,"Eagle Pt., 1 mi W",185,48 22.334,123 03.638,48.37223333,-123.0606333,private motor,PM,200y/183m- fishing,Within 200m/yds,06.4,killer whale - southern resident,SR- oror (SR),
